	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
ZFP36L1_+_69262785.23-P2	5123	5846	9718	4083	48523	3693	23939	1983	140129	2367
ZFP36L1_+_69262799.23-P2	6208	8343	21578	4461	9849	4591	28522	2233	31153	1439
ZFP36L1_-_69259709.23-P1	5694	6454	9593	6062	3346	6198	11330	6088	1871	3077
ZFP36L1_-_69259739.23-P1	4427	6034	1591	6368	440	4777	490	7640	158	2958
ZFP36L2_+_43453764.23-P1P2	2038	1826	3141	1834	572	34	1208	630	96	19
ZFP36L2_+_43454122.23-P1P2	4478	5773	3675	4297	2065	1940	2843	2062	1373	952
ZFP36L2_-_43453482.23-P1P2	3246	3500	1453	276	206	329	786	45	72	60
ZFP36L2_-_43453549.23-P1P2	3792	4437	8540	3806	6370	4095	12363	2118	5340	1560
ZFP36L2_-_43453647.23-P1P2	3666	4958	3398	3499	641	763	2796	9269	334	224
ZFP37_+_115818911.23-P1P2	6139	7897	10172	9135	22365	7162	9957	7050	25130	4747
ZFP37_+_115818951.23-P1P2	5426	7657	6737	5960	5603	2501	4756	5643	12376	2617
ZFP37_+_115818976.23-P1P2	4132	5179	3183	2316	2240	2604	2074	342	1559	571
ZFP37_+_115818988.23-P1P2	5641	5529	7419	3213	3876	3885	5155	2293	2419	1850
ZFP37_-_115818984.23-P1P2	6425	6479	4132	6084	1946	4483	2636	5659	1634	6950
ZFP3_+_4981814.23-P1P2	5127	6203	3531	4118	6950	2236	2461	3537	19744	951
ZFP3_+_4981829.23-P1P2	4600	5800	6588	5240	7384	3360	6311	1864	12887	1514
ZFP3_-_4981785.23-P1P2	6691	9875	8356	4364	3642	6087	9466	2912	2674	4024
ZFP3_-_4981798.23-P1P2	3753	4887	3976	3884	637	3568	2916	8862	227	6430
ZFP3_-_4981863.23-P1P2	6815	6799	8699	4477	5509	8625	8957	3202	4197	6158
ZFP41_+_144329170.23-P1P2	3760	4810	4451	2365	7631	2594	3858	2172	4829	1384
ZFP41_-_144329137.23-P1P2	5540	7035	7966	15348	4497	43088	7522	33215	2014	132186
ZFP41_-_144329144.23-P1P2	2403	3061	5067	3438	4878	6440	4971	2977	4657	4990
ZFP41_-_144329150.23-P1P2	6839	7303	5603	6279	3696	12526	4454	3483	2309	13874
ZFP41_-_144329182.23-P1P2	1797	2244	853	868	70	460	567	429	6	199
ZFP62_+_180288232.23-P1P2	2969	3520	298	159	514	118	17	22	39	18
ZFP62_+_180288287.23-P1P2	1032	1116	251	348	12	84	222	83	6	15
ZFP62_-_180288220.23-P1P2	4158	6936	1651	16113	2639	5333	713	12795	2213	6517
ZFP62_-_180288226.23-P1P2	4916	7223	12094	6759	6935	4682	12546	6359	13953	942
ZFP62_-_180288229.23-P1P2	7022	7774	10012	5111	8510	7587	10756	2643	6687	2905
ZFP69_+_40943018.23-P1P2	6146	8824	4141	6535	9303	7628	2228	5968	10085	5975
ZFP69_+_40943190.23-P1P2	3039	4128	2095	1692	1477	902	1268	1596	801	318
ZFP69_-_40942983.23-P1P2	5628	7364	27768	12405	11390	5909	41702	15526	4756	2973
ZFP69_-_40942989.23-P1P2	4866	7689	4482	6112	4002	10518	2874	3976	2001	1448
ZFP69_-_40943012.23-P1P2	5094	6414	4769	6495	1408	2872	3256	4796	732	1028
ZFP82_+_36909512.23-P1P2	3333	4474	1778	1069	15353	1159	1256	71	14949	277
ZFP82_+_36909518.23-P1P2	3795	5002	2764	2764	2486	3381	2645	1020	3426	1212
ZFP82_-_36909473.23-P1P2	7337	8886	6809	9120	4796	6849	7153	8906	3406	2702
ZFP82_-_36909505.23-P1P2	5070	6874	3836	2947	1502	3654	1941	1592	562	814
ZFP82_-_36909508.23-P1P2	2349	3282	1663	2533	371	6156	398	1504	84	5677
ZFP90_+_68564068.23-P2	4035	4685	3427	2842	4788	5899	2803	2528	6440	4339
ZFP90_+_68564103.23-P2	8328	10603	5569	19399	3809	9153	6519	21618	1155	7879
ZFP90_+_68573206.23-P1	4839	6493	2752	3573	2944	4954	1052	1908	1977	3883
ZFP90_+_68573231.23-P1	5025	5939	2884	6419	3396	3854	3327	4403	2084	1977
ZFP90_+_68573261.23-P1	2811	4779	2082	4293	3168	1767	883	3135	6518	451
ZFP90_-_68564038.23-P2	3620	4902	2066	2083	14979	2205	992	539	61184	742
ZFP90_-_68564042.23-P2	1713	2556	6516	576	3071	930	9384	198	2286	157
ZFP90_-_68564051.23-P2	4985	6732	2958	3185	2267	5158	1045	2145	1320	1663
ZFP90_-_68573241.23-P1	5834	7692	5853	3758	3248	3842	2889	2526	4837	1708
ZFP90_-_68573257.23-P1	8827	11062	9038	13795	7632	9042	9815	15180	7318	4237
ZFP91_+_58346598.23-P1P2	5058	6203	4093	6276	2789	5428	3863	8726	1335	3400
ZFP91_-_58346568.23-P1P2	3885	5720	5087	9890	7581	27429	3909	14872	5807	49574
ZFP91_-_58346579.23-P1P2	5224	6503	3192	6988	943	5549	1679	9605	308	4262
ZFP91_-_58346584.23-P1P2	7066	8897	8998	3451	18724	4927	10409	4446	24915	2603
ZFP91_-_58346669.23-P1P2	6217	6994	5503	3715	9405	7416	2292	2213	9585	978
ZFP92_+_152683807.23-ENST00000338647.5	6650	8231	8657	4195	1758	22982	5516	2686	565	7745
ZFP92_+_152683853.23-ENST00000338647.5	5674	5711	11770	4844	6879	9843	41132	3792	2379	5680
ZFP92_+_152683958.23-ENST00000338647.5	4565	5934	4403	6440	6028	9781	7474	2541	6590	7096
ZFP92_-_152683783.23-ENST00000338647.5	3372	4186	1864	4052	8159	5216	2770	3927	11139	6636
ZFP92_-_152683813.23-ENST00000338647.5	6252	7691	10514	4656	13585	12142	6827	3407	9894	3000
ZFPM1_+_88519702.23-P1P2	5621	7203	4100	3131	925	1006	1182	2198	254	104
ZFPM1_+_88519733.23-P1P2	731	1032	1	19	8	2	1	1	2	1
ZFPM1_+_88519746.23-P1P2	5541	6295	14463	7119	2576	7433	28695	8419	1563	1366
ZFPM1_-_88519713.23-P1P2	6651	8968	4606	4063	1880	4692	1878	877	1233	633
ZFPM1_-_88519775.23-P1P2	5201	6901	4550	294	201	856	5244	7	61	46
ZFR_+_32444582.23-P1P2	2864	5087	3881	6488	327	5970	2155	9955	53	6841
ZFR_-_32444506.23-P1P2	2945	4094	3972	1817	2735	3336	1956	979	1030	1864
ZFR_-_32444732.23-P1P2	4720	5252	8862	5717	1505	18139	5823	9170	1133	38807
ZFR_-_32444749.23-P1P2	3577	4541	6426	3567	2842	1565	5491	1985	2883	574
ZFR_-_32444772.23-P1P2	1453	2320	1835	227	953	1410	1032	54	459	171
ZFX_+_24167896.23-P1P2	6587	7866	7287	6238	1844	1911	9671	5779	525	848
ZFX_+_24167904.23-P1P2	4433	5239	5179	1093	1693	414	2933	293	1149	226
ZFX_+_24167908.23-P1P2	2527	3907	3735	2539	2076	1543	3271	3645	627	421
ZFX_+_24168052.23-P1P2	9622	11690	7574	11241	6325	4624	6808	7191	7047	2026
ZFX_-_24167677.23-P1P2	3338	4353	1659	765	1807	1815	422	305	734	361
ZGLP1_+_10416259.23-P1P2	8387	10100	6709	21278	5303	5017	8128	17868	3051	1085
ZGLP1_+_10416263.23-P1P2	5623	6549	16559	4466	16569	2700	21900	5292	29235	774
ZGLP1_+_10416279.23-P1P2	5347	7129	3487	3250	1636	6991	4033	863	714	2348
ZGLP1_-_10416273.23-P1P2	1153	1683	4461	296	1577	295	1710	119	459	40
ZGLP1_-_10416322.23-P1P2	6892	9045	12663	6109	22576	8756	13842	5703	29877	5358
ZHX1_+_124286408.23-P1P2	1816	2512	2547	1993	1133	4420	2381	316	1693	466
ZHX1_+_124286488.23-P1P2	2591	3410	2621	1926	4673	10685	2189	1226	2516	22144
ZHX1_+_124286491.23-P1P2	3730	5438	10382	3417	6352	3135	13493	1880	5547	456
ZHX1_+_124286494.23-P1P2	4299	5836	5061	1889	1779	946	3850	742	1482	187
ZHX1_-_124286841.23-P1P2	3687	4207	3930	5213	3442	5531	1817	3209	7508	8995
ZHX2_+_123793980.23-P1P2	4219	6553	4945	4293	1730	5302	5010	3498	351	2019
ZHX2_+_123793990.23-P1P2	6297	7806	5318	12840	2619	9389	4567	19668	1032	2692
ZHX2_+_123794040.23-P1P2	4864	5400	4397	5238	2146	4841	3089	5225	2071	6320
ZHX2_+_123794049.23-P1P2	5985	6959	8885	3162	19663	6026	9769	4070	14624	5273
ZHX2_-_123794000.23-P1P2	8713	8769	9826	7510	6716	7442	10410	9608	4525	13280
ZHX3_+_39946310.23-P1P2	5044	6927	10419	1814	4970	5047	20274	620	3483	4324
ZHX3_+_39946314.23-P1P2	6729	8024	5114	5344	2793	2712	2791	2023	2014	1566
ZHX3_-_39946063.23-P1P2	4525	5585	12619	5473	11997	10904	19106	6123	26072	4104
ZHX3_-_39946072.23-P1P2	3449	4610	3150	10636	989	18893	1308	17516	378	36378
ZHX3_-_39946293.23-P1P2	5855	8394	7825	8369	6098	4304	6632	9049	4061	2622
ZIK1_+_58095711.23-P1P2	4819	5864	2928	7848	3988	9105	1615	3793	11158	3858
ZIK1_+_58095767.23-P1P2	3762	5167	1184	483	1277	608	492	358	550	91
ZIK1_-_58095579.23-P1P2	6296	7810	16659	12832	6398	9914	19804	11891	7760	3818
ZIK1_-_58095602.23-P1P2	4270	4732	4183	2146	5936	1094	2941	1667	4740	336
ZIK1_-_58095757.23-P1P2	2883	3499	292	3566	676	3798	88	1127	606	1820
ZKSCAN2_+_25269134.23-P1P2	2667	2634	1507	13810	1679	1401	731	19150	882	282
ZKSCAN2_-_25268864.23-P1P2	4888	5544	1872	375	326	48	863	127	118	13
ZKSCAN2_-_25269092.23-P1P2	5389	5760	4902	6401	4157	3758	7401	5261	3860	5500
ZKSCAN2_-_25269103.23-P1P2	1344	1466	1798	263	2290	38	1119	66	2571	15
ZKSCAN2_-_25269109.23-P1P2	4467	5609	2653	1922	2564	1105	1807	404	1841	64
ZKSCAN3_+_28317771.23-P1P2	2903	3820	2869	2658	693	3826	2079	3019	1287	1067
ZKSCAN3_+_28317804.23-P1P2	3784	4410	4261	3174	1699	2333	5100	2721	792	524
ZKSCAN3_+_28317907.23-P1P2	5582	6324	4886	9560	3103	10257	4086	11412	3266	22295
ZKSCAN3_-_28317780.23-P1P2	5640	6984	8727	14055	2716	8000	9654	30312	1155	2834
ZKSCAN3_-_28317968.23-P1P2	4523	6199	8163	3796	5466	2661	8697	3655	3501	2089
ZKSCAN4_+_28219859.23-P1P2	2974	3574	2585	490	1268	389	1735	97	375	135
ZKSCAN4_+_28219883.23-P1P2	3278	3828	3153	2865	588	1864	1496	600	185	332
ZKSCAN4_-_28219827.23-P1P2	5019	5790	6679	6378	2932	7663	3190	12179	1639	11980
ZKSCAN4_-_28219991.23-P1P2	3375	4993	3642	3617	2072	1617	925	3125	971	866
ZKSCAN4_-_28220035.23-P1P2	4851	6471	8857	6252	3186	7839	8556	8620	2549	2900
ZKSCAN5_+_99102549.23-P1P2	2809	3454	7553	1066	21893	3525	7791	1175	11423	1344
ZKSCAN5_+_99102931.23-P1P2	2305	2652	628	1302	818	1844	539	1683	483	739
ZKSCAN5_+_99102994.23-P1P2	1627	2145	2471	2490	5003	335	2894	464	8211	94
ZKSCAN5_-_99102877.23-P1P2	4352	5023	2258	2148	3540	1555	2205	1643	2085	2806
ZKSCAN5_-_99102908.23-P1P2	6014	6783	4058	4195	11407	2792	1707	2768	16575	1070
ZKSCAN7_+_44596676.23-P1P2	5366	7800	8585	8162	5181	8429	6470	3963	3706	2987
ZKSCAN7_+_44596749.23-P1P2	4309	5929	2539	7764	1081	15179	1541	4075	358	17441
ZKSCAN7_+_44596752.23-P1P2	3754	4522	2811	2895	664	9623	2705	3242	919	6801
ZKSCAN7_-_44596733.23-P1P2	4118	6104	6084	2084	2002	5011	5138	1611	1576	1866
ZKSCAN7_-_44596762.23-P1P2	4920	6316	9687	3412	10956	2863	7624	2202	4806	1592
ZKSCAN8_+_28109655.23-P1P2	4670	5911	2135	8133	997	9304	1530	7808	451	5051
ZKSCAN8_+_28109691.23-P1P2	3449	4116	6917	4070	3662	5005	4966	3905	1859	2614
ZKSCAN8_+_28109706.23-P1P2	5327	6441	15081	10581	3727	2482	28632	8335	3393	2395
ZKSCAN8_+_28109725.23-P1P2	4616	5910	3592	3740	4056	3174	3156	2795	2399	1570
ZKSCAN8_-_28109699.23-P1P2	3962	4502	2083	1154	3176	895	830	746	3872	222
ZMAT2_+_140080265.23-P1	4556	4784	746	534	658	35	180	151	165	3
ZMAT2_+_140083724.23-P2	1840	2489	797	951	830	2986	323	628	233	4284
ZMAT2_+_140083740.23-P2	5103	5900	3647	9088	1219	16450	4467	7630	417	22907
ZMAT2_-_140080063.23-P1	2569	3431	2223	1107	170	49	1647	611	18	8
ZMAT2_-_140080067.23-P1	1348	1137	1	1	14	51	0	0	3	21
ZMAT2_-_140080084.23-P1	2229	2342	57	10	29	1033	4	19	3	17
ZMAT2_-_140080097.23-P1	2708	3047	48	213	102	65	2	35	21	5
ZMAT2_-_140083536.23-P2	6215	7428	2256	2588	6772	3199	1399	826	10579	2201
ZMAT2_-_140083589.23-P2	5501	6563	4904	4059	3277	1176	3510	4784	967	513
ZMAT2_-_140083696.23-P2	5599	6777	6945	2935	3887	3343	6725	1731	2004	1949
ZMAT5_+_30162913.23-P1P2	6334	9308	11119	7432	7323	4715	8420	3436	2063	1364
ZMAT5_+_30162943.23-P1P2	2342	2526	101	349	27	381	2	43	1	134
ZMAT5_-_30162933.23-P1P2	4507	4968	415	727	874	891	45	515	314	689
ZMAT5_-_30162940.23-P1P2	2223	2017	33	49	77	177	23	11	3	4
ZMAT5_-_30162951.23-P1P2	2033	2089	49	10	595	3	1	2	99	5
ZMIZ1_+_80828966.23-P1P2	3730	4991	1793	7035	2660	3012	567	6383	433	917
ZMIZ1_-_80828784.23-P1P2	1768	3145	1282	3988	697	2307	266	4448	362	370
ZMIZ1_-_80828787.23-P1P2	1502	2059	2697	347	3247	1425	2093	108	1886	620
ZMIZ1_-_80828978.23-P1P2	5219	7104	2815	3587	7292	8447	1813	2550	6418	7154
ZMIZ1_-_80829002.23-P1P2	4392	4834	4124	2393	7796	2320	2434	1159	9891	562
ZMYM4_+_35734367.23-P1P2	2724	3359	3245	9269	3912	7803	2594	7403	4504	1929
ZMYM4_+_35734589.23-P1P2	2167	2620	3552	2622	7159	5688	4969	1415	4677	6759
ZMYM4_-_35734690.23-P1P2	1801	2374	6896	2110	3097	1165	8990	1592	6742	445
ZMYM4_-_35734695.23-P1P2	2771	3852	172	698	585	1427	3	142	48	3797
ZMYM4_-_35734771.23-P1P2	5285	6018	7454	5477	15846	4983	7854	5107	19825	1681
ZMYM6_+_35497268.23-P1P2	4720	5566	4944	6054	1590	2351	4466	4751	747	1413
ZMYM6_+_35497287.23-P1P2	6348	8663	7294	11234	2796	22686	5813	15460	1125	40663
ZMYM6_+_35497311.23-P1P2	3414	4233	4595	2247	2831	374	5310	1662	1587	58
ZMYM6_+_35497316.23-P1P2	2784	4087	8907	7364	5289	7532	24473	6158	8797	7565
ZMYM6_-_35497294.23-P1P2	6437	8328	5284	5610	15612	3060	4775	6677	18969	1206
ZNF100_+_21950178.23-P1P2	6349	8466	5680	6068	3556	10180	6734	5541	1418	2963
ZNF100_+_21950182.23-P1P2	1910	2674	5474	248	3787	532	7621	329	3103	275
ZNF100_+_21950186.23-P1P2	3368	4108	2196	4896	4899	15029	2325	21383	4894	8423
ZNF100_-_21950097.23-P1P2	2420	2967	2087	7652	1079	4239	2136	4700	669	1278
ZNF100_-_21950100.23-P1P2	4425	5248	8956	7615	1632	4582	8199	5538	638	1376
ZNF101_+_19779655.23-P1P2	3678	3556	3595	4574	2751	3199	4091	6462	2269	1880
ZNF101_+_19779678.23-P1P2	6452	8179	4214	6123	4919	11947	1646	5469	4064	25586
ZNF101_+_19779902.23-P1P2	2136	3255	2599	1222	4159	1944	1856	913	9773	2063
ZNF101_-_19779652.23-P1P2	7963	10575	10613	4177	5616	10680	7273	2878	2914	6512
ZNF101_-_19779823.23-P1P2	5735	8053	5148	3915	2545	2521	4234	1288	1574	225
ZNF106_+_42749709.23-ENST00000263805.4	7945	9993	2264	4528	5984	9278	1159	1581	4223	16080
ZNF106_-_42749456.23-ENST00000263805.4	3663	5084	2815	2201	798	4568	1609	1072	261	1092
ZNF106_-_42749652.23-ENST00000263805.4	5615	5696	14434	1310	16505	5070	17342	1589	21558	2119
ZNF106_-_42749659.23-ENST00000263805.4	4581	4726	2523	2723	15858	1895	8747	2019	57355	1354
ZNF106_-_42749715.23-ENST00000263805.4	4142	5001	5670	3278	12148	2206	5842	1899	24755	1575
ZNF107_+_64126714.23-P1P2	8915	9939	9885	6723	22249	8538	7064	5154	23486	2346
ZNF107_+_64126748.23-P1P2	6962	9790	3830	5163	4924	11709	3197	5452	1716	11308
ZNF107_+_64126788.23-P1P2	3602	5383	1563	4557	4475	6240	946	2728	2678	3748
ZNF107_+_64126972.23-P1P2	6983	8015	15417	7505	4342	7667	16151	9255	3165	5225
ZNF107_-_64126760.23-P1P2	2900	3275	2560	7440	583	5158	1327	13580	100	1607
ZNF112_+_44860812.23-P1P2	8595	11005	10068	13123	7484	25471	8029	13560	5706	18016
ZNF112_-_44860500.23-P1P2	5502	8178	7172	6235	2998	6105	3289	4019	2356	4331
ZNF112_-_44860785.23-P1P2	3744	4524	2119	5602	986	3129	655	5718	618	2292
ZNF112_-_44860788.23-P1P2	2472	3368	1195	1254	1391	4703	655	1170	563	710
ZNF112_-_44860802.23-P1P2	3266	3571	9774	2288	3846	991	16344	3493	3428	962
ZNF114_+_48774829.23-P1P2	6707	8700	7669	8891	8402	10175	5367	11760	9704	7849
ZNF114_+_48774856.23-P1P2	4651	5774	12279	7523	3914	8521	13712	3715	1570	2402
ZNF114_-_48774635.23-P1P2	7365	9315	8668	11356	8793	8873	9557	10430	10220	3407
ZNF114_-_48774638.23-P1P2	2860	3791	2955	2434	1507	1923	2373	1877	471	506
ZNF114_-_48774669.23-P1P2	6871	8263	12647	4872	17418	8257	16014	3172	15501	4315
ZNF117_+_64466668.23-P1P2	6989	8572	8211	3775	6621	5055	8598	2139	4096	4376
ZNF117_+_64466821.23-P1P2	5190	6720	9265	4748	2555	1855	10943	3916	1911	708
ZNF117_-_64466761.23-P1P2	6755	8322	6547	5971	4709	9541	3773	4886	4160	4451
ZNF117_-_64466999.23-P1P2	4444	7070	5702	11920	3337	12598	3209	12628	3810	5793
ZNF117_-_64467050.23-P1P2	1662	1866	656	221	2438	1971	545	12	1497	430
ZNF121_+_9694948.23-P1P2	5444	6441	1459	5922	6258	9107	557	3053	3029	1863
ZNF121_+_9694970.23-P1P2	5191	7275	15706	3604	8822	4470	19942	1642	10315	1097
ZNF121_+_9695095.23-P1P2	6161	6949	6799	1982	3032	5516	6539	1381	1034	4089
ZNF121_+_9695141.23-P1P2	4293	5282	3629	1422	5290	1519	894	544	3591	2226
ZNF121_-_9695125.23-P1P2	657	1215	201	1009	920	12	43	442	288	2
ZNF12_+_6746343.23-P1P2	4602	5942	8320	8234	2367	7377	6667	13475	1283	10926
ZNF12_+_6746508.23-P1P2	5278	7551	6603	4084	6101	4676	6754	3472	6619	2278
ZNF12_-_6746518.23-P1P2	4630	5569	12292	2772	14411	1267	19237	2331	10906	548
ZNF12_-_6746545.23-P1P2	3467	4283	3225	3666	10450	2434	6925	5125	27608	1174
ZNF12_-_6746554.23-P1P2	4613	6652	9884	3867	3596	9279	17074	3104	2764	6523
ZNF131_+_43121840.23-P1P2	894	911	118	304	73	75	3	164	2	4
ZNF131_-_43121079.23-P1P2	4334	6079	2276	6749	3931	3340	2689	4613	4338	1821
ZNF131_-_43121230.23-P1P2	5241	5931	4006	3367	2991	7027	2756	6620	1486	5039
ZNF131_-_43121261.23-P1P2	5209	7061	2854	4835	1588	4948	2791	3504	508	858
ZNF131_-_43121745.23-P1P2	4905	5720	601	2176	895	922	97	584	248	274
ZNF132_+_58951445.23-P1P2	2653	2816	1524	448	830	277	365	120	205	119
ZNF132_-_58951319.23-P1P2	3694	3891	2416	2123	1112	774	876	1498	1031	684
ZNF132_-_58951324.23-P1P2	2336	2554	2718	775	2448	859	2479	263	744	293
ZNF132_-_58951521.23-P1P2	3627	4448	6268	3886	5247	4929	3745	3478	5957	1923
ZNF132_-_58951524.23-P1P2	6505	8692	11442	3973	3851	4158	10055	3345	1463	1135
ZNF133_+_18269225.23-P1P2	3513	4433	1811	918	988	2536	1308	389	166	901
ZNF133_+_18269260.23-P1P2	4884	5375	6749	3744	1813	5439	4476	4862	1359	2043
ZNF133_+_18269281.23-P1P2	5354	6844	7059	4737	5045	7037	5259	8216	7101	7514
ZNF133_-_18269198.23-P1P2	6987	9313	9749	13177	2792	5713	7802	19990	3375	8814
ZNF133_-_18269239.23-P1P2	5051	5785	5652	3986	1941	5481	6595	4248	763	10083
ZNF134_+_58125595.23-P1P2	6374	7495	4984	10104	4521	2761	6360	6606	3694	828
ZNF134_-_58125635.23-P1P2	642	1077	439	870	356	431	336	239	185	13
ZNF134_-_58125638.23-P1P2	1263	1200	1735	277	4786	2059	795	109	3180	2171
ZNF134_-_58125662.23-P1P2	2443	2432	626	1211	407	1211	120	796	49	505
ZNF134_-_58125670.23-P1P2	6753	7830	5848	5016	4466	10326	3383	6656	2547	9657
ZNF136_+_12273891.23-P1P2	3519	3669	3732	2543	4171	4323	3137	1825	4435	5027
ZNF136_+_12273924.23-P1P2	2856	3178	2339	5233	11340	3413	1231	3079	13051	5249
ZNF136_+_12273938.23-P1P2	5177	6227	5689	5580	3349	3911	4319	4779	2592	1716
ZNF136_+_12274156.23-P1P2	4066	5705	7934	3138	2237	3618	9272	1701	1522	658
ZNF136_-_12273942.23-P1P2	5900	7467	5108	8820	44454	5513	3665	7722	150300	959
ZNF138_+_64254835.23-P1P2	4568	5888	5022	4067	5366	2889	5690	3860	5093	2287
ZNF138_+_64254852.23-P1P2	3477	5005	3350	8757	6914	4910	2207	8146	3031	912
ZNF138_-_64254791.23-P1P2	5890	7000	4997	4195	4891	2327	3143	1717	4345	593
ZNF138_-_64254868.23-P1P2	3717	4726	3044	718	3010	1233	4492	258	1168	578
ZNF138_-_64255061.23-P1P2	4516	5849	5883	5181	4023	5894	5299	8912	3815	6000
ZNF140_+_133657514.23-P1P2	2890	4271	1808	6220	4746	16058	825	3964	4660	11912
ZNF140_+_133657543.23-P1P2	5274	5607	3077	3092	1761	2638	1052	1995	726	691
ZNF140_+_133657547.23-P1P2	5866	6768	6916	4944	4791	9872	6991	3742	2016	8531
ZNF140_-_133657540.23-P1P2	2889	3231	15289	2655	2045	1630	21874	1778	1117	1980
ZNF140_-_133657575.23-P1P2	4889	7767	4378	4462	2302	6846	2534	4692	1970	3437
ZNF141_+_331622.23-P1P2	4266	6983	9695	4811	8043	5071	6933	3339	3194	1916
ZNF141_+_331627.23-P1P2	3323	4648	2581	2888	8700	3440	2406	915	21126	2071
ZNF141_+_331673.23-P1P2	7603	9437	14611	7505	10891	5796	12514	4948	8506	865
ZNF141_-_331633.23-P1P2	3879	4989	3763	5992	5664	3431	3100	9038	6092	3844
ZNF141_-_331640.23-P1P2	2664	3394	5765	6436	1754	2280	2535	6767	181	550
ZNF142_+_219524317.23-P1P2	659	677	72	540	47	2280	2	173	1	115
ZNF142_-_219524128.23-P1P2	2538	3374	177	1279	217	515	36	707	149	37
ZNF142_-_219524132.23-P1P2	6223	7264	4862	3015	2717	3043	2704	1089	708	1245
ZNF142_-_219524334.23-P1P2	1464	1536	297	496	9	197	184	81	3	249
ZNF142_-_219524348.23-P1P2	1768	1694	1181	468	671	5233	181	239	380	13233
ZNF143_+_9482770.23-P1P2	4362	5647	1579	6578	1631	5359	660	4896	1832	3641
ZNF143_+_9482819.23-P1P2	5529	7330	4372	4618	6268	10125	5201	2342	4979	2561
ZNF143_+_9482950.23-P1P2	3770	4731	4736	825	1787	888	4759	361	787	522
ZNF143_-_9482591.23-P1P2	8285	9648	4382	5136	4259	16020	2621	2880	4321	34877
ZNF143_-_9482607.23-P1P2	5294	7085	11329	7330	12008	33498	9714	4590	11780	109674
ZNF148_+_125093651.23-P1P2	5842	6045	12399	6066	5876	3461	10021	5648	5286	980
ZNF148_+_125093932.23-P1P2	534	764	1557	1021	1495	690	1119	2449	690	368
ZNF148_+_125094078.23-P1P2	3635	4440	1681	2666	1897	1096	1443	1013	1028	434
ZNF148_-_125093949.23-P1P2	2754	2330	929	3146	1675	3847	559	1384	532	3236
ZNF148_-_125094009.23-P1P2	3027	3614	2763	1051	6890	1021	2151	273	3309	67
ZNF14_+_19843532.23-P1P2	5864	8491	8697	10943	13277	32882	6308	14761	12232	84798
ZNF14_+_19843890.23-P1P2	7516	8909	6827	6705	7157	4365	6603	11406	4013	765
ZNF14_-_19843636.23-P1P2	3838	5362	2042	2768	6841	2497	1211	1501	6386	1110
ZNF14_-_19843861.23-P1P2	9758	12376	6584	13486	8656	21616	4808	15077	8956	31808
ZNF14_-_19843875.23-P1P2	2368	2664	8931	1123	1028	3072	9520	314	372	1788
ZNF155_+_44488356.23-P1P2	8790	11274	19006	8366	6916	10868	16991	6468	3869	12758
ZNF155_+_44488393.23-P1P2	7600	10053	6554	3983	13936	8144	4522	4266	12771	2507
ZNF155_+_44488537.23-P1P2	3492	4771	2625	9616	3530	7068	897	3928	5050	3389
ZNF155_-_44488386.23-P1P2	1180	1801	263	1140	95	642	211	1580	6	132
ZNF155_-_44488587.23-P1P2	4824	7104	3042	6027	2431	6263	1561	2277	1368	2054
ZNF160_+_53606633.23-P1P2	5795	7525	5585	5884	3681	7191	3056	4345	1337	2509
ZNF160_+_53606652.23-P1P2	6444	7366	5122	6035	2059	10558	2161	7265	1432	8128
ZNF160_-_53606444.23-P1P2	3934	5146	4278	6680	3708	5397	2560	6093	623	2520
ZNF160_-_53606620.23-P1P2	5168	7725	5783	3569	6360	4220	6622	2945	3169	1989
ZNF160_-_53606638.23-P1P2	5759	7097	2242	6763	3218	13796	917	4687	2200	7044
ZNF165_+_28048544.23-P1P2	6369	7305	15072	3120	16000	4753	22238	1252	13238	1632
ZNF165_+_28048695.23-P1P2	5634	5974	3635	1678	6820	1882	2632	1090	12545	570
ZNF165_+_28048708.23-P1P2	5325	7108	17517	12505	4540	7781	19388	16806	10021	20366
ZNF165_+_28048735.23-P1P2	6101	7055	8321	6163	6935	11252	6150	6724	4683	5941
ZNF165_-_28048748.23-P1P2	4370	5127	6663	1366	4460	5218	5761	870	3590	3048
ZNF169_+_97021597.23-P1P2	2845	4592	3392	782	5571	1999	1801	543	10018	834
ZNF169_+_97021604.23-P1P2	4892	5347	3055	3296	5137	1838	2189	1811	3025	745
ZNF169_+_97021635.23-P1P2	850	1154	958	274	783	445	477	543	301	51
ZNF169_-_97021666.23-P1P2	5548	6665	4337	8236	3381	5595	3411	7087	665	2451
ZNF169_-_97021669.23-P1P2	1160	1857	297	1141	470	772	105	246	186	280
ZNF16_-_146175960.23-P1P2	6471	7299	7868	2913	2869	9425	5832	2079	4284	4775
ZNF16_-_146175963.23-P1P2	4021	4237	8593	3201	4711	2442	9954	1605	3282	376
ZNF16_-_146176189.23-P1P2	4089	4829	6831	3594	5690	1718	4179	1904	4880	1085
ZNF16_-_146176205.23-P1P2	5229	6568	4043	7753	6666	4953	3972	14716	9758	2012
ZNF16_-_146176208.23-P1P2	2566	4002	3705	4337	2015	1204	2490	2593	297	348
ZNF174_+_3451216.23-P1P2	4110	5822	2722	2686	3095	5936	2683	2676	4873	2104
