	t0	t0	t1	t1	t2	t2	t3	t3
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
sgId								
ENSG00000139626_ITGB7_MP_141574.1	4031	4180	5224	4344	3337	5104	1479	5487
ENSG00000139626_ITGB7_MP_141575.2	1669	1749	1765	1003	1063	816	469	1195
ENSG00000139626_ITGB7_MP_141576.3	2294	1469	1598	1352	2078	1306	2179	1053
ENSG00000139626_ITGB7_MP_141577.4	916	924	729	1017	2190	1082	2168	818
ENSG00000139626_ITGB7_MP_141578.5	3101	2420	2484	1271	2073	1556	3375	1236
ENSG00000139626_ITGB7_MP_141579.6	3664	2418	2961	2927	3840	2086	5361	2291
ENSG00000139626_ITGB7_MP_141580.7	2625	2032	1570	1051	1252	1373	1154	852
ENSG00000139626_ITGB7_MP_141581.8	1021	698	597	451	165	530	62	180
ENSG00000139626_ITGB7_MP_141582.9	5640	5107	5173	5880	6767	5896	7636	4312
ENSG00000139626_ITGB7_MP_141583.10	3516	2798	2780	1979	2810	2714	2084	2023
ENSG00000139679_LPAR6_MP_57366.1	9830	8423	8959	7888	7595	7437	8408	4560
ENSG00000139679_LPAR6_MP_57367.2	2235	1628	1492	1290	1158	850	969	1086
ENSG00000139679_LPAR6_MP_57368.3	1638	1267	2177	941	2151	1302	2214	1549
ENSG00000139679_LPAR6_MP_57369.4	2182	1934	945	1819	867	1803	600	1083
ENSG00000139679_LPAR6_MP_57370.5	1994	1419	2403	1248	1554	1173	1396	1076
ENSG00000139679_LPAR6_MP_57371.6	1519	1610	1618	1793	2065	1705	2953	2222
ENSG00000139679_LPAR6_MP_57372.7	917	835	1156	1019	1823	1342	673	1076
ENSG00000139679_LPAR6_MP_57373.8	1322	1347	1480	2177	2072	3613	4901	2392
ENSG00000139679_LPAR6_MP_57374.9	2941	2172	3450	2083	2990	1966	1896	1242
ENSG00000139679_LPAR6_MP_57375.10	3571	2758	4301	2461	3450	2398	4233	2589
ENSG00000139718_SETD1B_MP_75689.1	839	777	577	1312	466	1376	464	1660
ENSG00000139718_SETD1B_MP_75690.2	3959	3278	3746	3306	2823	2770	3161	1437
ENSG00000139718_SETD1B_MP_75691.3	2844	2513	1665	2036	2049	1611	3899	1435
ENSG00000139718_SETD1B_MP_75692.4	1463	1061	2658	1035	2525	963	1762	594
ENSG00000139718_SETD1B_MP_75693.5	2370	1531	1718	1421	962	2187	1539	2746
ENSG00000139718_SETD1B_MP_75694.6	3066	2995	2740	3555	1777	2547	1591	2454
ENSG00000139718_SETD1B_MP_75695.7	2268	1911	1637	2261	1041	2530	1109	2874
ENSG00000139718_SETD1B_MP_75696.8	3099	2814	2987	2371	2308	2459	2860	1881
ENSG00000139718_SETD1B_MP_75697.9	3995	2826	3018	2866	3846	3203	2682	3092
ENSG00000139718_SETD1B_MP_75698.10	6941	6204	6859	6133	6581	5723	5931	5136
ENSG00000139880_CDH24_MP_156664.1	597	607	431	441	676	741	619	356
ENSG00000139880_CDH24_MP_156665.2	2914	2173	1814	2414	1423	2314	1253	3272
ENSG00000139880_CDH24_MP_156666.3	5031	4289	5027	4703	3736	4241	3040	4885
ENSG00000139880_CDH24_MP_156667.4	3175	2992	3375	3211	3182	4291	3715	3845
ENSG00000139880_CDH24_MP_156668.5	1556	1089	1421	1660	1836	1208	2748	712
ENSG00000139880_CDH24_MP_156669.6	3841	3495	3797	3450	3414	2793	2550	2033
ENSG00000139880_CDH24_MP_156670.7	4595	4200	2977	4573	3423	3603	6251	3254
ENSG00000139880_CDH24_MP_156671.8	3904	3690	3362	3843	3368	3611	3457	3345
ENSG00000139880_CDH24_MP_156672.9	812	641	246	725	933	950	391	737
ENSG00000139880_CDH24_MP_156673.10	1347	1365	804	1793	843	3804	913	3647
ENSG00000139914_FITM1_MP_149634.1	1462	1162	2692	1200	3288	1403	3782	2302
ENSG00000139914_FITM1_MP_149635.2	5390	4044	6156	4779	4350	4479	4989	3280
ENSG00000139914_FITM1_MP_149636.3	1659	1322	2137	1690	1769	1334	1189	1268
ENSG00000139914_FITM1_MP_149637.4	4140	3113	3058	4448	2456	5095	2274	3842
ENSG00000139914_FITM1_MP_149638.5	1635	1716	1738	1565	660	861	87	861
ENSG00000139914_FITM1_MP_149639.6	2617	2096	3026	1750	2585	2123	2778	1068
ENSG00000139914_FITM1_MP_149640.7	637	422	747	560	452	1026	653	555
ENSG00000139914_FITM1_MP_149641.8	1467	1138	820	708	445	488	429	661
ENSG00000139914_FITM1_MP_149642.9	3392	2878	4168	2555	4723	2978	4224	3070
ENSG00000139914_FITM1_MP_149643.10	5004	3625	4241	4265	5387	4032	6229	2210
ENSG00000140030_GPR65_MP_48711.1	3493	3087	2513	1996	1365	2303	853	1724
ENSG00000140030_GPR65_MP_48712.2	1321	1262	1574	1133	621	1105	133	2428
ENSG00000140030_GPR65_MP_48713.3	1883	1650	1428	1241	1579	2057	2057	756
ENSG00000140030_GPR65_MP_48714.4	2649	2310	2233	2371	3658	1774	5041	2030
ENSG00000140030_GPR65_MP_48715.5	1445	1533	673	1857	714	2171	1568	808
ENSG00000140030_GPR65_MP_48716.6	1035	843	507	1143	309	1023	140	558
ENSG00000140030_GPR65_MP_48717.7	2314	2005	1285	1940	1834	1537	3003	692
ENSG00000140030_GPR65_MP_48718.8	4269	3569	3448	2814	3679	3001	3245	2448
ENSG00000140030_GPR65_MP_48719.9	6651	4864	8097	4365	5981	5231	5956	4815
ENSG00000140030_GPR65_MP_48720.10	2144	1653	2035	1626	3086	1530	2479	974
ENSG00000140157_NIPA2_MP_80590.1	1860	1675	2114	1117	810	1561	160	1421
ENSG00000140157_NIPA2_MP_80591.2	4839	4450	4390	3220	2892	2351	1540	2133
ENSG00000140157_NIPA2_MP_80592.3	2976	2279	3012	2584	2340	2828	3042	2001
ENSG00000140157_NIPA2_MP_80593.4	2237	1641	1239	1356	699	1238	318	861
ENSG00000140157_NIPA2_MP_80594.5	2858	2500	3156	2113	2400	2253	1414	1528
ENSG00000140157_NIPA2_MP_80595.6	6497	5900	5464	6510	6297	7834	9053	6117
ENSG00000140157_NIPA2_MP_80596.7	3497	2584	2013	2578	1524	2515	2406	3343
ENSG00000140157_NIPA2_MP_80597.8	4904	3383	3340	2884	2576	2230	3174	1976
ENSG00000140157_NIPA2_MP_80598.9	1459	1494	1453	1401	1100	984	643	206
ENSG00000140157_NIPA2_MP_80599.10	3510	3030	3096	2302	3303	1220	4089	951
ENSG00000140254_DUOXA1_MP_151291.1	4074	3359	3624	3288	3409	3462	2634	2725
ENSG00000140254_DUOXA1_MP_151292.2	1617	1625	1234	689	1772	325	1550	137
ENSG00000140254_DUOXA1_MP_151293.3	3151	3078	2463	3649	3914	3464	3489	4738
ENSG00000140254_DUOXA1_MP_151294.4	4254	3457	4667	3405	3681	2612	2441	2667
ENSG00000140254_DUOXA1_MP_151295.5	6777	6045	5954	5203	7200	5056	9698	3097
ENSG00000140254_DUOXA1_MP_151296.6	5775	5233	3769	6472	2809	4139	3595	4310
ENSG00000140254_DUOXA1_MP_151297.7	1918	1515	1720	1306	1867	2669	898	3125
ENSG00000140254_DUOXA1_MP_151298.8	6580	5095	6321	5225	6026	6303	4814	4566
ENSG00000140254_DUOXA1_MP_151299.9	401	430	531	419	365	244	325	225
ENSG00000140254_DUOXA1_MP_151300.10	941	639	1296	1144	1528	411	1710	75
ENSG00000140323_DISP2_MP_99245.1	3971	3769	3034	2597	2489	2468	3336	2438
ENSG00000140323_DISP2_MP_99246.2	2052	1896	1613	1173	2148	928	1167	893
ENSG00000140323_DISP2_MP_99247.3	1663	1483	1113	1420	1116	1661	923	1984
ENSG00000140323_DISP2_MP_99248.4	1665	1047	1065	898	1300	1135	1814	722
ENSG00000140323_DISP2_MP_99249.5	5162	3933	3935	3743	2516	3359	2540	3086
ENSG00000140323_DISP2_MP_99250.6	2561	2551	1273	2463	1493	2927	991	2670
ENSG00000140323_DISP2_MP_99251.7	3723	3060	2916	2638	2621	2222	2070	2666
ENSG00000140323_DISP2_MP_99252.8	608	503	730	404	534	345	455	176
ENSG00000140323_DISP2_MP_99253.9	811	571	305	378	96	188	10	215
ENSG00000140323_DISP2_MP_99254.10	935	509	2038	904	2428	1304	3574	604
ENSG00000140391_TSPAN3_MP_30661.1	1944	1672	2170	1082	1441	2101	1101	2160
ENSG00000140391_TSPAN3_MP_30662.2	1458	1512	1177	1485	2718	1791	3923	1085
ENSG00000140391_TSPAN3_MP_30663.3	4310	2937	2949	2306	2116	2324	3759	3229
ENSG00000140391_TSPAN3_MP_30664.4	3624	2440	2326	2498	1606	2243	848	960
ENSG00000140391_TSPAN3_MP_30665.5	1883	1819	2049	1942	2785	1402	4780	903
ENSG00000140391_TSPAN3_MP_30666.6	2811	2559	1609	2047	1614	1247	1179	881
ENSG00000140391_TSPAN3_MP_30667.7	1970	1369	567	744	377	424	234	373
ENSG00000140391_TSPAN3_MP_30668.8	3445	3068	3700	3252	4548	3207	5809	4006
ENSG00000140391_TSPAN3_MP_30669.9	6	5	29	5	0	0	11	0
ENSG00000140391_TSPAN3_MP_30670.10	3505	2732	2958	2579	1484	1919	1749	2224
ENSG00000140678_ITGAX_MP_113320.1	1262	1775	1256	1792	1591	1418	899	1869
ENSG00000140678_ITGAX_MP_113321.2	2898	2463	2262	1463	1149	2307	489	2610
ENSG00000140678_ITGAX_MP_113322.3	4574	3729	5239	3366	7558	3919	10761	3200
ENSG00000140678_ITGAX_MP_113323.4	8210	7192	7744	7615	8919	6947	11663	5947
ENSG00000140678_ITGAX_MP_113324.5	1888	2044	1388	1950	984	1680	392	748
ENSG00000140678_ITGAX_MP_113325.6	1546	1548	998	1609	696	1537	364	1185
ENSG00000140678_ITGAX_MP_113326.7	4681	4363	3598	5267	4018	5388	3148	3982
ENSG00000140678_ITGAX_MP_113327.8	2147	2189	1892	2152	1559	2302	2142	2084
ENSG00000140678_ITGAX_MP_113328.9	1413	1127	1511	1628	1441	2126	1190	1698
ENSG00000140678_ITGAX_MP_113329.10	1209	1030	957	1007	987	1027	672	959
ENSG00000140932_CMTM2_MP_80330.1	1734	1483	1270	1745	541	1689	56	1845
ENSG00000140932_CMTM2_MP_80331.2	2164	1968	1576	1624	947	1699	759	1166
ENSG00000140932_CMTM2_MP_80332.3	5071	4370	4673	5118	3680	3784	4521	2339
ENSG00000140932_CMTM2_MP_80333.4	2376	2546	1802	2852	1254	5090	723	5684
ENSG00000140932_CMTM2_MP_80334.5	3363	2953	3115	3132	2944	3074	4173	4088
ENSG00000140932_CMTM2_MP_80335.6	1297	1400	502	1406	381	1079	327	2288
ENSG00000140932_CMTM2_MP_80336.7	2740	2247	1845	1782	1367	1524	1110	1983
ENSG00000140932_CMTM2_MP_80337.8	1367	1405	1696	1271	1257	1145	983	974
ENSG00000140932_CMTM2_MP_80338.9	3191	2266	1601	1690	800	2215	369	1227
ENSG00000140932_CMTM2_MP_80339.10	2675	2229	2527	1867	3014	1499	5470	803
ENSG00000141219_C17orf80_MP_202861.1	6256	5208	5223	4968	4430	4310	3560	3291
ENSG00000141219_C17orf80_MP_202862.2	3465	2928	6269	2794	5404	2974	7079	3238
ENSG00000141219_C17orf80_MP_202863.3	1010	976	866	1507	847	627	1065	901
ENSG00000141219_C17orf80_MP_202864.4	4199	3194	2382	2608	3508	2974	3306	2614
ENSG00000141219_C17orf80_MP_202865.5	2870	2268	1108	2275	1246	2713	1167	1521
ENSG00000141219_C17orf80_MP_202866.6	2421	1874	1260	1140	1089	1036	588	1029
ENSG00000141219_C17orf80_MP_202867.7	690	409	252	172	186	215	88	136
ENSG00000141219_C17orf80_MP_202868.8	0	9	0	7	0	0	0	6
ENSG00000141219_C17orf80_MP_202869.9	1544	1462	3149	980	2639	742	3758	1104
ENSG00000141219_C17orf80_MP_202870.10	1460	1771	1584	2435	1333	2190	1529	2247
ENSG00000141314_RHBDL3_MP_175863.1	1805	1268	824	918	438	580	862	265
ENSG00000141314_RHBDL3_MP_175864.2	2294	1828	3269	2217	2440	3452	2523	2128
ENSG00000141314_RHBDL3_MP_175865.3	2112	1760	1756	1700	858	1071	1024	665
ENSG00000141314_RHBDL3_MP_175866.4	2572	1953	2443	2336	1408	1614	810	3019
ENSG00000141314_RHBDL3_MP_175867.5	1201	1278	908	1588	469	856	195	308
ENSG00000141314_RHBDL3_MP_175868.6	879	567	332	279	308	80	150	534
ENSG00000141314_RHBDL3_MP_175869.7	1841	1534	1166	1439	1758	958	1174	1136
ENSG00000141314_RHBDL3_MP_175870.8	4080	3236	2540	2045	1791	1479	2030	2484
ENSG00000141314_RHBDL3_MP_175871.9	970	812	1201	787	1137	441	1135	115
ENSG00000141314_RHBDL3_MP_175872.10	1280	1101	853	941	398	621	55	393
ENSG00000141452_C18orf8_MP_75709.1	4130	3769	2953	4929	2858	4031	3959	3519
ENSG00000141452_C18orf8_MP_75710.2	3424	3642	1995	2925	1929	2214	1791	2734
ENSG00000141452_C18orf8_MP_75711.3	842	1035	1155	1265	568	1290	249	1140
ENSG00000141452_C18orf8_MP_75712.4	5491	4642	2933	4466	2886	4334	2684	3388
ENSG00000141452_C18orf8_MP_75713.5	236	158	2	438	1	672	1	143
ENSG00000141452_C18orf8_MP_75714.6	1720	1304	1991	1831	1111	1758	952	2243
ENSG00000141452_C18orf8_MP_75715.7	1190	664	642	1097	236	499	99	196
ENSG00000141452_C18orf8_MP_75716.8	5134	4296	3435	4714	2133	4510	1626	2487
ENSG00000141452_C18orf8_MP_75717.9	4237	3564	2632	4039	3162	2936	2586	3085
ENSG00000141452_C18orf8_MP_75718.10	2561	2542	2046	2159	1805	2475	1572	1717
ENSG00000141540_TTYH2_MP_3219.1	2124	2014	2370	2310	1783	1909	2117	1894
ENSG00000141540_TTYH2_MP_3220.2	5169	4830	2770	3937	2204	4138	1703	4442
ENSG00000141540_TTYH2_MP_3221.3	5664	5112	4390	3652	6115	3423	5360	2113
ENSG00000141540_TTYH2_MP_3222.4	5338	4312	3238	3386	1881	4089	1178	2804
ENSG00000141540_TTYH2_MP_3223.5	3357	3334	3255	2604	2759	2844	3112	3153
ENSG00000141540_TTYH2_MP_3224.6	1803	1330	1892	949	1839	1398	3157	1197
ENSG00000141540_TTYH2_MP_3225.7	5127	3600	3479	2854	3112	2192	5136	1523
ENSG00000141540_TTYH2_MP_3226.8	1989	2002	2302	2530	3013	2743	3364	2639
ENSG00000141540_TTYH2_MP_3227.9	2789	2733	1998	2036	1246	1671	1134	973
ENSG00000141540_TTYH2_MP_3228.10	2075	2131	1232	1594	1267	855	1135	922
ENSG00000141574_SECTM1_MP_43576.1	3425	3061	4085	3281	5936	2535	10054	2395
ENSG00000141574_SECTM1_MP_43577.2	1774	1405	580	1211	230	685	347	400
ENSG00000141574_SECTM1_MP_43578.3	1310	829	259	402	287	270	39	872
ENSG00000141574_SECTM1_MP_43579.4	4428	3600	3189	2213	3887	2926	3669	4112
ENSG00000141574_SECTM1_MP_43580.5	1555	1265	1426	1217	1728	1012	880	754
ENSG00000141574_SECTM1_MP_43581.6	1070	872	229	922	51	1314	19	836
ENSG00000141574_SECTM1_MP_43582.7	4082	3755	4001	4320	2600	3875	4011	2338
ENSG00000141574_SECTM1_MP_43583.8	1277	1364	1070	536	1193	681	804	214
ENSG00000141574_SECTM1_MP_43584.9	3067	2761	3408	2503	2614	2498	2100	2137
ENSG00000141574_SECTM1_MP_43585.10	4250	3117	3697	4089	3703	4207	3698	2540
ENSG00000141664_ZCCHC2_MP_202313.1	6764	5447	3764	5319	5140	3886	6038	2280
ENSG00000141664_ZCCHC2_MP_202314.2	6998	4948	6210	4987	4146	5281	3106	3703
ENSG00000141664_ZCCHC2_MP_202315.3	2968	2705	2315	2246	1837	1823	1722	1325
ENSG00000141664_ZCCHC2_MP_202316.4	1810	1648	1085	2065	893	1350	694	786
ENSG00000141664_ZCCHC2_MP_202317.5	4805	4130	3569	3348	3607	2338	4043	2707
ENSG00000141664_ZCCHC2_MP_202318.6	501	368	182	611	173	838	207	688
ENSG00000141664_ZCCHC2_MP_202319.7	734	567	291	623	236	971	37	511
ENSG00000141664_ZCCHC2_MP_202320.8	721	361	291	235	258	89	8	24
ENSG00000141664_ZCCHC2_MP_202321.9	1649	2057	1330	1532	753	1715	551	1304
ENSG00000141664_ZCCHC2_MP_202322.10	3519	3187	3319	2128	3467	1700	2847	1502
ENSG00000141699_FAM134C_MP_4416.1	2269	1227	1952	1048	2724	1282	2992	675
ENSG00000141699_FAM134C_MP_4417.2	5209	4663	6116	5325	5928	4560	5760	4558
ENSG00000141699_FAM134C_MP_4418.3	2861	2259	1846	1993	1321	1771	1040	1736
ENSG00000141699_FAM134C_MP_4419.4	1002	887	2005	367	864	412	647	46
ENSG00000141699_FAM134C_MP_4420.5	2886	2546	2124	4127	2538	3210	1942	2508
ENSG00000141699_FAM134C_MP_4421.6	560	539	1062	543	893	439	1492	96
ENSG00000141699_FAM134C_MP_4422.7	669	771	461	626	244	533	41	320
ENSG00000141699_FAM134C_MP_4423.8	2584	2155	2197	1642	1495	1520	1429	2140
ENSG00000141699_FAM134C_MP_4424.9	919	784	365	568	296	258	258	567
ENSG00000141699_FAM134C_MP_4425.10	2024	1634	963	2307	1027	2382	916	2185
ENSG00000141873_SLC39A3_MP_170831.1	0	0	0	0	0	0	0	0
ENSG00000141873_SLC39A3_MP_170832.2	0	0	0	0	0	0	0	0
ENSG00000141873_SLC39A3_MP_170833.3	0	0	0	0	0	0	0	0
ENSG00000141873_SLC39A3_MP_170834.4	0	0	0	0	0	0	0	0
ENSG00000141873_SLC39A3_MP_170835.5	2795	2635	1860	3708	2367	4242	2333	4089
ENSG00000141873_SLC39A3_MP_170836.6	4197	3355	4508	3856	4239	4834	3693	5507
ENSG00000141873_SLC39A3_MP_170837.7	3375	2885	2304	2348	1766	1870	1640	1944
ENSG00000141873_SLC39A3_MP_170838.8	521	553	565	281	790	246	889	732
ENSG00000141873_SLC39A3_MP_170839.9	5206	4771	3988	4137	3525	4325	1611	3647
ENSG00000141873_SLC39A3_MP_170840.10	0	0	0	0	0	0	0	0
ENSG00000142512_SIGLEC10_MP_39355.1	1388	981	2886	614	4450	463	4168	170
ENSG00000142512_SIGLEC10_MP_39356.2	6367	5809	3950	5460	4342	4658	5066	4491
ENSG00000142512_SIGLEC10_MP_39357.3	3457	2703	2892	2435	2979	2028	1217	1226
ENSG00000142512_SIGLEC10_MP_39358.4	1789	1662	831	2239	873	1603	441	4426
ENSG00000142512_SIGLEC10_MP_39359.5	547	302	299	833	517	802	1064	1292
ENSG00000142512_SIGLEC10_MP_39360.6	1361	1377	938	1324	390	1189	914	594
ENSG00000142512_SIGLEC10_MP_39361.7	2751	2449	1888	3354	1106	2388	1464	1788
ENSG00000142512_SIGLEC10_MP_39362.8	871	893	497	990	481	1737	1146	1013
ENSG00000142512_SIGLEC10_MP_39363.9	3612	2969	2755	2780	2617	2561	2475	1184
ENSG00000142512_SIGLEC10_MP_39364.10	1943	1545	1801	1189	1838	1011	1650	1279
ENSG00000142694_EVA1B_MP_64278.1	2242	1856	2287	2332	2977	2110	3159	1516
ENSG00000142694_EVA1B_MP_64279.2	2538	2451	2226	3235	1373	2724	1777	2700
ENSG00000142694_EVA1B_MP_64280.3	991	1201	1145	2341	779	2214	1376	3735
ENSG00000142694_EVA1B_MP_64281.4	711	289	724	219	861	283	2190	707
ENSG00000142694_EVA1B_MP_64282.5	575	679	719	1025	376	590	181	475
ENSG00000142694_EVA1B_MP_64283.6	548	338	181	484	124	421	52	376
ENSG00000142694_EVA1B_MP_64284.7	1972	1683	1008	1949	666	1425	684	1359
ENSG00000142694_EVA1B_MP_64285.8	2241	1906	1487	2129	1354	1128	1958	865
ENSG00000142694_EVA1B_MP_64286.9	1717	2059	1566	2193	899	2356	2663	1867
ENSG00000142694_EVA1B_MP_64287.10	1134	932	685	593	1079	566	911	758
ENSG00000142959_BEST4_MP_125762.1	1164	656	983	482	643	324	1307	1352
ENSG00000142959_BEST4_MP_125763.2	3067	2307	1943	1688	1486	634	438	411
ENSG00000142959_BEST4_MP_125764.3	2051	2238	1714	2702	1258	2010	1347	1590
ENSG00000142959_BEST4_MP_125765.4	3107	3027	3177	2783	2958	2514	2659	2913
ENSG00000142959_BEST4_MP_125766.5	10555	8213	14156	7120	14169	8497	12068	10271
ENSG00000142959_BEST4_MP_125767.6	5191	4451	4192	6360	3528	5696	3477	5312
ENSG00000142959_BEST4_MP_125768.7	7272	5695	4460	6290	2924	8198	2612	7654
ENSG00000142959_BEST4_MP_125769.8	3746	2914	2951	2054	3961	1440	4060	1231
ENSG00000142959_BEST4_MP_125770.9	3953	3532	3539	3535	3441	4758	4884	2870
ENSG00000142959_BEST4_MP_125771.10	2650	1821	2678	2058	1971	2377	2041	2359
ENSG00000143028_SYPL2_MP_140752.1	726	552	1445	263	2245	293	2360	274
ENSG00000143028_SYPL2_MP_140753.2	1102	1281	536	364	772	456	654	469
ENSG00000143028_SYPL2_MP_140754.3	471	335	764	370	206	107	636	139
ENSG00000143028_SYPL2_MP_140755.4	1166	1099	1175	973	629	594	682	323
ENSG00000143028_SYPL2_MP_140756.5	2051	1520	1789	1813	1336	699	1633	555
ENSG00000143028_SYPL2_MP_140757.6	3604	2310	2339	1828	2943	1828	2327	2975
ENSG00000143028_SYPL2_MP_140758.7	1465	1415	1515	1572	1350	1543	1873	1439
ENSG00000143028_SYPL2_MP_140759.8	1567	1647	1063	1383	1330	1831	626	1536
ENSG00000143028_SYPL2_MP_140760.9	2691	2470	1875	1466	2015	904	1011	604
ENSG00000143028_SYPL2_MP_140761.10	784	750	318	753	551	350	609	218
ENSG00000143061_IGSF3_MP_155294.1	1453	1584	1505	1596	1170	2262	575	1673
ENSG00000143061_IGSF3_MP_155295.2	533	353	119	397	103	360	44	349
ENSG00000143061_IGSF3_MP_155296.3	1723	1367	1679	1219	1956	1292	827	1355
ENSG00000143061_IGSF3_MP_155297.4	6629	5832	4932	5908	4584	5879	3367	6171
ENSG00000143061_IGSF3_MP_155298.5	1868	1353	1961	1040	1902	522	1676	1030
ENSG00000143061_IGSF3_MP_155299.6	2637	1897	2800	1366	2398	2255	1584	1454
ENSG00000143061_IGSF3_MP_155300.7	3371	2524	2664	1206	2752	714	1708	350
ENSG00000143061_IGSF3_MP_155301.8	2311	1924	950	1246	1229	1781	1258	2055
ENSG00000143061_IGSF3_MP_155302.9	162	282	109	420	14	341	1	160
ENSG00000143061_IGSF3_MP_155303.10	1933	1797	1194	1211	1317	1316	920	473
ENSG00000143110_C1orf162_MP_143922.1	2888	2168	1819	1959	1823	2352	2920	2258
ENSG00000143110_C1orf162_MP_143923.2	1795	1974	2035	3816	2369	4338	2384	5426
ENSG00000143110_C1orf162_MP_143924.3	2258	2163	1673	2933	1151	2109	872	1721
ENSG00000143110_C1orf162_MP_143925.4	1634	1227	1206	1088	1935	1178	3332	1738
ENSG00000143110_C1orf162_MP_143926.5	1375	1549	1081	2226	2298	1253	4161	1772
ENSG00000143110_C1orf162_MP_143927.6	3547	2744	3265	1504	4011	2145	5209	2488
ENSG00000143110_C1orf162_MP_143928.7	6608	5681	5213	5925	5203	6101	4909	5819
ENSG00000143110_C1orf162_MP_143929.8	7391	6179	6466	6027	6194	5227	6385	5469
ENSG00000143110_C1orf162_MP_143930.9	4195	3921	5234	3904	4590	3012	4251	3957
ENSG00000143110_C1orf162_MP_143931.10	3815	2973	2208	4511	4267	4392	4465	3389
ENSG00000143119_CD53_MP_19705.1	1435	1310	748	2025	666	1749	541	1538
ENSG00000143119_CD53_MP_19706.2	1756	1650	983	2138	2545	2141	2641	933
ENSG00000143119_CD53_MP_19707.3	2699	2216	2003	2454	1366	1860	1835	778
ENSG00000143119_CD53_MP_19708.4	3295	2467	2432	3247	1115	2319	979	2698
ENSG00000143119_CD53_MP_19709.5	3464	2531	2368	2224	2619	1546	3141	1769
ENSG00000143119_CD53_MP_19710.6	2895	1882	2579	2223	2711	2132	2125	3594
ENSG00000143119_CD53_MP_19711.7	1201	1078	633	1057	1425	926	854	744
ENSG00000143119_CD53_MP_19712.8	2410	1705	1778	1548	1726	1367	1709	884
ENSG00000143119_CD53_MP_19713.9	4349	3647	4275	3354	4576	2267	3979	2645
ENSG00000143119_CD53_MP_19714.10	1975	2141	1559	1777	1643	1634	1091	741
ENSG00000143126_CELSR2_MP_59176.1	1559	1564	1540	2188	1861	1610	3767	1207
ENSG00000143126_CELSR2_MP_59177.2	1187	1349	1589	684	1401	566	3201	249
ENSG00000143126_CELSR2_MP_59178.3	5789	4608	5971	3895	5087	4703	7653	4426
ENSG00000143126_CELSR2_MP_59179.4	1278	1111	2046	880	2353	1011	3256	517
ENSG00000143126_CELSR2_MP_59180.5	5289	4947	5812	3818	5337	2471	5286	4946
ENSG00000143126_CELSR2_MP_59181.6	4834	4151	3461	2969	3499	4132	5748	2666
ENSG00000143126_CELSR2_MP_59182.7	609	348	783	149	630	393	1169	100
ENSG00000143126_CELSR2_MP_59183.8	918	554	596	136	348	43	825	1
ENSG00000143126_CELSR2_MP_59184.9	2375	1853	1975	2230	1363	1771	1437	1704
ENSG00000143126_CELSR2_MP_59185.10	3574	3152	4381	2305	3122	1804	3011	1744
ENSG00000143127_ITGA10_MP_196770.1	2090	1777	2174	1049	2569	687	3642	450
ENSG00000143127_ITGA10_MP_196771.2	2172	2238	4022	1893	7061	1254	10631	1252
ENSG00000143127_ITGA10_MP_196772.3	3317	2136	1991	2036	2123	1385	1945	487
ENSG00000143127_ITGA10_MP_196773.4	2416	2477	1875	2352	1542	1953	1370	1315
ENSG00000143127_ITGA10_MP_196774.5	2617	2072	2036	1323	1861	688	854	946
ENSG00000143127_ITGA10_MP_196775.6	1613	1090	1427	882	784	652	592	445
ENSG00000143127_ITGA10_MP_196776.7	680	644	568	853	464	1214	911	498
ENSG00000143127_ITGA10_MP_196777.8	1399	1074	1785	1046	1237	756	2142	262
ENSG00000143127_ITGA10_MP_196778.9	4818	4234	3295	3420	3869	2979	2697	2866
ENSG00000143127_ITGA10_MP_196779.10	1613	1506	1845	1045	2088	1033	1834	740
ENSG00000143147_GPR161_MP_188929.1	2259	1840	1601	2660	1253	2006	946	1247
ENSG00000143147_GPR161_MP_188930.2	3369	2532	3091	2148	2861	2876	3097	2507
ENSG00000143147_GPR161_MP_188931.3	2649	2408	2189	2237	2030	2224	1415	1218
ENSG00000143147_GPR161_MP_188932.4	2159	1637	1784	1554	891	1365	1143	438
ENSG00000143147_GPR161_MP_188933.5	5592	4298	4682	4835	3392	5211	3948	3548
ENSG00000143147_GPR161_MP_188934.6	3458	3239	3265	4730	4695	3514	8169	3791
ENSG00000143147_GPR161_MP_188935.7	1395	1332	827	1039	462	1357	593	1862
ENSG00000143147_GPR161_MP_188936.8	496	590	260	789	203	1015	112	396
ENSG00000143147_GPR161_MP_188937.9	1542	907	1934	637	1497	607	1123	144
ENSG00000143147_GPR161_MP_188938.10	757	879	401	536	256	365	738	47
ENSG00000143153_ATP1B1_MP_88647.1	2063	1720	1800	1314	1129	845	1508	561
ENSG00000143153_ATP1B1_MP_88648.2	4162	3629	3739	3836	4025	3257	2855	2473
ENSG00000143153_ATP1B1_MP_88649.3	1776	1743	1330	1506	1491	1437	891	1981
ENSG00000143153_ATP1B1_MP_88650.4	2335	1883	1858	1128	1456	1189	2066	737
ENSG00000143153_ATP1B1_MP_88651.5	3760	3359	2803	2876	2340	1424	3742	915
ENSG00000143153_ATP1B1_MP_88652.6	1312	1226	509	1211	156	1105	19	1203
ENSG00000143153_ATP1B1_MP_88653.7	2834	2741	2451	1260	4745	653	5911	896
ENSG00000143153_ATP1B1_MP_88654.8	1386	973	820	696	375	589	303	146
ENSG00000143153_ATP1B1_MP_88655.9	1548	1246	1240	776	939	314	530	537
